,title,area,numberOfRooms,price,town,district
12534,"YENİ EMNİYETE,OKUL­LARA,ULAŞIMA ÇOK YAKIN HER ŞEYİ ÇİFT SIFIR 4+1",180,4+1,1.365.000,MimarsinanMimar Sinan Mah,.
12535,Sultanbeyli Emlak Konutları 3+1 Daire,117,3+1,2.470.000,MimarsinanMimar Sinan Mah,.
12536,CİHANBEYDEN SULTANBEYLİ MERKEZE 2 DAKİKA GİRİŞ 2+1 DAİRE-İSKANLI,85,2+1,928.000,TurgutreisAhmet Yesevi Mah,.
12537,TEK YETKİLİ KONUT ATÖLYESİ 4+1 SATILIK SIFIR DAİRE,152,4+1,1.350.000,MimarsinanAdil Mah,.
12538,ADİL MAHALLESİNDE AĞUSTOS AYINDA TESLİM 5+2 BÜYÜK DUBLEKS,190,5+2,1.600.000,MimarsinanAdil Mah,.
12539,180 m2 Çatı dubleksi,180,4+1,2.600.000,NecipfazılOrhangazi Mah,.
12540,Sultanbeyli Gölette Satılık Dubleks Daire,150,4+1,1.650.000,NecipfazılYavuz Selim Mah,.
12541,Sultanbeyli/Mecidiye Mahallesinde Satılık 4+1 Daire,130,4+1,650.000,TurgutreisMecidiye Mah,.
12542,İSKANLI KOMBİLİ 3+1 110m2 TAM CAMLI AMERİKAN MUTFAK TERS DUBLEX,110,3+1,875.000,MimarsinanAdil Mah,.
12543,SULTANBEYLİ MERKEZ SATILIK 170m² ÇATI DUBLEKS İSKAN+KOMBİ BACİK,185,3+1,1.750.000,MimarsinanAdil Mah,.
12544,SULTANBEYLI ADIL MAHALLESI SATILIK 3+2 UST DUBLEKS DAIRE,175,3+2,1.295.000,MimarsinanAdil Mah,.
12545,SULTANEYLİ EMLAK KONUT DA 2+1 99 m2 5.KAT TAPULU SİTEİÇİNDE,99,2+1,1.650.000,MimarsinanMimar Sinan Mah,.
12546,SULTANBEYLI TURGUT REIS MAH SATILIK 2 DAIRE TOPRAK TAPULU,125,3+1,1.085.000,TurgutreisTurgut Reis Mah,.
12547,T.REİS MH'DE 2+1 GENİŞ KULLANIŞLI SATILIK DAİRE,135,2+1,570.000,TurgutreisTurgut Reis Mah,.
12548,SULTANBEYLİ FATİH BULVARINDA 80m2 NET 47m2 ARSA PAYLI BAHÇE KATI,95,2+1,585.000,TurgutreisMecidiye Mah,.
12549,SUR YAPI İLKBAHAR EVLERİ 1.ETAP 2+1 AYRI MUTFAKLI PEYZAJ CEPHELİ,120,2+1,1.795.000,MimarsinanBattalgazi Mah,.
12550,Ecem'den Muhteşem Üst Dubleks,210,5+2,2.200.000,MimarsinanBattalgazi Mah,.
12551,Sultanbeyli Mimar Sinan mh Satılık 2+1 90 m'2 Ara Kat Daire,90,2+1,950.000,MimarsinanMimar Sinan Mah,.
12552,!!3+1 KELEPİR GENİŞ ÇOK KULLANIŞLI DAİRE!!,127,3+1,1.385.000,MimarsinanMimar Sinan Mah,.
12553,Mimarsinan mahallesi 3+1 çatı dubleks,150,3+1,900.000,MimarsinanMimar Sinan Mah,.
12554,NECİP FAZILDA KURTKÖYÜN BALKONU ORMAN DİBİ ARAKAT DUBLEX,220,4+3,2.800.000,NecipfazılNecip Fazıl Mh,.
12555,2022 yıl sonu teslimi,69,2+1,900.000,MimarsinanAdil Mah,.
12556,SATILIK 2+1 80 M2 5.KAT BALKONLU EBEVEYN BANYOLU,100,2+1,920.000,NecipfazılYavuz Selim Mah,.
12557,BY CONCEPT EVLERİNDE 1.KAT SİTE İÇİNE BAKAN 65m2 SATILIK 1+1,65,1+1,1.150.000,MehmetakifHasanpaşa Mh,.
12558,sultanbeyli mimar sinan mahallesinde satılık 2+1 daire,85,2+1,1.050.000,MimarsinanMimar Sinan Mah,.
12559,FIRSAT!! SULTANBEYLİ ANA CADDEYE 3. PARSEL ASANSÖRLÜ 135 M2 3+1,120,3+1,1.249.000,MimarsinanMimar Sinan Mah,.
12560,TRİO CELALETTİN'DEN SULTANBEYLİN'DE SATILIK 3+1 DAİRE,110,3+1,1.100.000,NecipfazılNecip Fazıl Mh,.
12561,TRİO CELALETTİN'DEN 4+1 DUBLEX DAİRE,140,4+1,1.550.000,MehmetakifMehmet Akif Mah,.
12562,Fiyat son 1 hafta geçerli olacak 90 metre² 2 + 1 ankastre,100,2+1,650.000,MehmetakifHasanpaşa Mh,.
12563,SULTANBEYLİ SURYAPI İLKBAHARDA PEYZAJ MANZARALI 2+1TAPULU DAİRE,93,2+1,1.650.000,MimarsinanBattalgazi Mah,.
12564,SULTANBEYLİ MİMAR SİNAN'DA ÇOK GENİŞ VE LÜKS TERS DUBLEKS DAİRE,100,2+1,950.000,MimarsinanMimar Sinan Mah,.
12565,Sultanbeyli Eşref Bitlis Bulvarı Satılık 168M2 4+1 Üst Dubleks,168,4+1,2.250.000,NecipfazılAkşemsettin Mh,.
12566,ERKAN YAPI GAYRİMENKUL'DEN 2+1 SATILIK DAİRELER,105,2+1,1.010.000,MimarsinanAdil Mah,.
12567,SURYAPI İLKBAHAR'DA SATILIK 140m²TERASLI 3+1 DAİRE,294,3+1,4.250.000,MimarsinanBattalgazi Mah,.
12568,ilk oturacak sizinnız,115,2+1,1.200.000,NecipfazılNecip Fazıl Mh,.
12569,BİTMEYE YAKIN LÜKS 3+1 DAİRE,115,3+1,1.275.000,MimarsinanBattalgazi Mah,.
12570,GRAND/SULTANBEYLİ NECİP FAZIL MAH.2+1 ACİLLL SATILIK DAİRE,85,2+1,950.000,NecipfazılNecip Fazıl Mh,.
12571,FIRSAT! SUR YAPI GÖL BAHÇE EVLERİ'NDE SATILIK 2+1 DUBLEKS DAİRE,133,2+1,1.950.000,MimarsinanMimar Sinan Mah,.
12572,"VADİPARK SİTESİ'NDE SIFIR,ÜÇ CEPHELİ GİRİŞ DUBLEKS-NW DİDEM'DEN",130,3.5+1,1.215.000,TurgutreisAhmet Yesevi Mah,.
12573,EMSALSİZ SIFIR OTURUMA HAZIR KREDİYE UYGUN ARA KAT! K4874,115,3+1,915.000,MimarsinanMimar Sinan Mah,.
12574,VİB BEY KONAKLARI içerisinde lüks bahçe dubleks 3+1 daire,155,4.5+1,1.500.000,MimarsinanBattalgazi Mah,.
12575,YBY İNŞAAT FARKIYLA 2+1 KREDİYE UYGUN ARAKAT DAİRE! K2587,95,2+1,805.000,MimarsinanBattalgazi Mah,.
12576,AVRASYA YAPI'DAN ULAŞIMA YAKIN GELİŞEN BÖLGEDE YATIRIMLIK 2+1,110,2+1,835.000,MimarsinanMimar Sinan Mah,.
12577,SULTANBEYLİ ADİLMAH. SATILIK4+1 ÇATI DUBLEKS DAİRE,160,4+1,1.680.000,MimarsinanAdil Mah,.
12578,Sultanbeyli Necip Fazıl da Lansmana Özel Satılık 2+1 Daireler,90,2+1,1.150.000,NecipfazılNecip Fazıl Mh,.
12579,SULTANBEYLİ BATTALGAZİ'DE TEMMUZ SONU TESLİM GENİŞ SATILIK 2+1,80,2+1,875.000,MimarsinanBattalgazi Mah,.
12580,SULTANBEYLİ MİMARSİNAN MH SATILIK 3+1 DAİRE,110,3+1,1.250.000,MimarsinanMimar Sinan Mah,.
12581,Sultanbeyli Mimarsinan Satılık 2+1 Lüks Daire İnşaat Firmasından,90,2+1,1.200.000,MimarsinanMimar Sinan Mah,.
12582,İlçe emniyet müd. cepheli lüks 3+1 daire,127,3+1,1.350.000,MimarsinanMimar Sinan Mah,.
12583,BOSNA BULVARINA 2DK YÜRÜME MESAFESİNDE YENİ YAPI 3+1 GENİŞ DAİRE,120,3+1,1.330.000,MimarsinanBattalgazi Mah,.
12584,Merkez Hayat Residence Projesi 2+1 123m2 Balkonlu Satılık Daire,123,2+1,2.700.000,MehmetakifHasanpaşa Mh,.
12585,sultanbeyli fatih mahallesin'de 4+1 yüksek giriş satılık daire,135,4+1,900.000,MehmetakifFatih Mah,.
12586,SULTANBEYLİ MİMARSİNANDA SATILIK ARA KAT DAİRE,100,2+1,1.160.000,MimarsinanMimar Sinan Mah,.
12587,SULTANBEYLİ MERKEZDE SATILIK DAİRE,120,2+1,750.000,MehmetakifMehmet Akif Mah,.
12588,SULTANBEYLİ TURGUTREİSTE SATILIK TERS DUBLEKS DAİRE,120,2+2,650.000,TurgutreisTurgut Reis Mah,.
12589,Satılık daire,90,2+1,549.000,NecipfazılHamidiye Mah,.
12590,SULTOWN SİTESİ | CADDE ÜZERİ | ÖNÜ AÇIK BALKONLU GENİŞ 3+1,135,3+1,1.350.000,MehmetakifMehmet Akif Mah,.
12591,SİNPAŞ LİVA SATIŞ OFİSİ SATILIK 3+1 PANORAMİK GÖL MAN. RW SEZAİ,138,3+1,2.700.000,MimarsinanAdil Mah,.
12592,Elit Life 1 Sitesi 3+1 daire,135,3+1,2.275.000,MimarsinanMimar Sinan Mah,.
12593,Sultanbeyli Ahmet Yesevi mah.satılık 3+1 çatı dubleks,120,3+1,1.250.000,TurgutreisAhmet Yesevi Mah,.
12594,PAZARA YAKIN 3 YILLIK BİNA | 3+1 GENİŞ TERASLI MANZARALI DUBLEKS,145,3+1,1.350.000,MimarsinanBattalgazi Mah,.
12595,satılık daire,86,2+1,450.000,TurgutreisAhmet Yesevi Mah,.
12596,CADDE ÜZERİNDE-OKUL -MARKET-DURAK ÇOK YAKIN İSKANLI LÜX 2+1,100,2+1,949.000,MimarsinanMimar Sinan Mah,.
12597,BOSNA BULVARINA KOMŞU İSKANI ÇIKMAK ÜZERE OLAN 4+1 ÜST DUBLEKS,150,4+1,1.175.000,MimarsinanBattalgazi Mah,.
12598,SULTANBEYLI BATTALGAZI MAHALLESI SATILIK 2+1 DAIRE,96,2+1,1.150.000,MimarsinanBattalgazi Mah,.
12599,DİBA YAPIDAN SUR YAPI İLKBAHAR EVLERİNDEN 3+1 ARA KAT,163,3+1,2.300.000,MimarsinanBattalgazi Mah,.
12600,Sultanbeyli merkezde satılık daire,100,2+1,800.000,MehmetakifMehmet Akif Mah,.
12601,"""A Plus Gayrimenkul'den"" Satılık 2+1 Sıfır Daire + Depolu",85,2+1,1.100.000,MimarsinanBattalgazi Mah,.
12602,SULTANBEYLİ'DE CADDE ÜSTÜNDE İYİ KONUMDA SATILIK DAİRELER,120,3+1,1.450.000,MimarsinanBattalgazi Mah,.
12603,ACİL SATLIK DAİRE,564,3+1,1.400.000,MimarsinanBattalgazi Mah,.
12604,SATILIK 3+1 LUKS UST DUBLEKS DAIRE ADIL MAHALLESI,145,3+1,1.295.000,MimarsinanAdil Mah,.
12605,MECİDİYEMAH'DE ÇARŞI PAZARA YAKIN SIFIR BİNADA SATILIK 2+1 DAİRE,95,2+1,1.000.000,TurgutreisMecidiye Mah,.
12606,"REALTY GOLD' dan SATILIK 3+1 Muhteşem konumda, Cadde üstü daire",110,3+1,1.440.000,MimarsinanAdil Mah,.
12607,SULTANBEYLİ MİMARSİNAN DA BUTİK SİTE İÇİ 2+1 LÜKS DAİRE,90,2+1,1.250.000,MimarsinanMimar Sinan Mah,.
12608,Ecem'den Görülmeye Değer 3+1,110,3+1,1.650.000,MimarsinanBattalgazi Mah,.
12609,EMLAKVAR A.Ş 2+1 LÜX ARAKAT KAPALI OTOPARKLI KAMELYALI,85,2+1,1.160.000,MimarsinanMimar Sinan Mah,.
12610,Ecem'den Satılık Üst Dubleks,180,3.5+1,1.325.000,MimarsinanMimar Sinan Mah,.
12611,SATILIK 2+1 DAİRE YAVUZ SELİM MAHALLESİ,100,2+1,875.000,NecipfazılYavuz Selim Mah,.
12612,Sahibinden Satılık Daire,78,2+1,920.000,NecipfazılNecip Fazıl Mh,.
12613,LİDER YAPI'DAN 2+1 HİSSE TAPULU SATILIK DAİRE.,92,2+1,425.000,MimarsinanAdil Mah,.
12614,LİDER YAPI'DAN 2+1 HİSSE TAPULU SATILIK DAİRE.,92,2+1,425.000,MimarsinanAdil Mah,.
12615,SULTANBEYLİ NECİP FAZIL MAH 2+1 SATILIK DAİRE,85,2+1,830.000,NecipfazılNecip Fazıl Mh,.
12616,LİDER YAPI'DAN AÇIK OTOPARKLI ULAŞIMA YAKIN 3+1 SATILIK DAİRE!,115,3+1,1.230.000,MimarsinanMimar Sinan Mah,.
12617,FATİH BULVARINA ÇOK YAKIN KONUMDADIR,130,3+1,775.000,TurgutreisTurgut Reis Mah,.
12618,T.REİS MH'DE MASRAFSIZ GENİŞ 2+1 SATILIK DAİRE,135,2+1,575.000,TurgutreisTurgut Reis Mah,.
12619,EMLAKVAR A.Ş BUTİK SİTE 2+1 LÜX GENİŞ EBEVEYN BANYOLU ASANSÖRLÜ,84,2+1,1.120.000,MimarsinanBattalgazi Mah,.
12620,SULTANBEYLİ MİMAR SİNAN'DA ÇOK GENİŞ VE LÜKS ARA KAT DAİRE,90,2+1,1.200.000,MimarsinanMimar Sinan Mah,.
12621,SULTANBEYLİ EMLAK KONUTLARI YANINDA 5+2 DUBLEKS DAİRE SATILIKTIR,180,5+2,2.150.000,MimarsinanBattalgazi Mah,.
12622,Remax Ahmet ŞİMŞEK Satılık İskanlı 135 M2 3+1 Ara Kat Daire,135,3+1,1.195.000,MimarsinanBattalgazi Mah,.
12623,SULTANBEYLİ ADİL MAH. İSKANLI SIFIR 3+1 ARAKAT DAİRE...,120,3+1,1.550.000,MimarsinanAdil Mah,.
12624,"%0.99 FAİZLE KRİSTAL İNŞAATTAN GENİŞ, LÜKS 3+1 ÜST DUBLEX..!!!",130,3+1,1.285.000,TurgutreisAhmet Yesevi Mah,.
12625,Beyza Gayrimenkulden 3+1 Merkezde daire,120,3+1,800.000,MehmetakifMehmet Akif Mah,.
12626,SULTANEYLİ EMLAK KONUT DA 2+1 99 m2 7.KAT TAPULU SİTEİÇİNDE,99,2+1,1.450.000,MimarsinanMimar Sinan Mah,.
12627,SULTANBEYLİ TURGUT REİS'TE 210 m2 ÇİFT DAİRE ÇATI KATI DAİRE,220,4+2,750.000,TurgutreisTurgut Reis Mah,.
12628,EMSALSİZ SIFIR OTURUMA HAZIR KREDİYE UYGUN ARA KAT! K4417,95,2+1,800.000,MimarsinanAdil Mah,.
12629,***İSTANBUL/S­ULTANBEYLİ'DE 2+1 SATILIK DAİRE***,90,2+1,420.000,MimarsinanAdil Mah,.
12630,HAKAN COŞKUN'DAN SATILIK DOĞA MANZARALI 5+1 ÜST DUBLEX DAİRE,210,5+1,3.175.000,NecipfazılNecip Fazıl Mh,.
12631,EMLAKVAR A.Ş MERKEZ'E 2 DAKİKA DÜZ GİRİŞ 2+1 İSKANLI DAİRE,85,2+1,928.000,TurgutreisAhmet Yesevi Mah,.
12632,SULTANBEYLİ MERKEZDE SATILIK DAİRE,80,2+1,1.050.000,MehmetakifMehmet Akif Mah,.
12633,ADİL MAHALLESİNDE 3+1 ARA KAT DAİRE,140,3+1,600.000,MimarsinanAdil Mah,.
12634,SATILIK ÇATI DUBLEKS,130,3+1,930.000,MimarsinanBattalgazi Mah,.
12635,sahibinden ultra lux üst dubleks,160,3+1,1.320.000,TurgutreisTurgut Reis Mah,.
12636,"SULTANBEYLİ ADİL MAH. SIFIR BİNA KAPALI OTOPARKLI , 80 M2 2+1",95,2+1,1.300.000,MimarsinanAdil Mah,.
12637,SULTANBEYLİ DE SATILIK DAİRE,125,3+1,575.000,MehmetakifFatih Mah,.
12638,SULTANBEYLİ M.AKİF MAH MERKEZE YÜRÜME MESAFESİNDE 3+1 LÜKS DAİRE,110,3+1,1.100.000,MehmetakifMehmet Akif Mah,.
12639,SURYAPI İLKBAHAR'DA TAPULU SATILIK 2+1,71,2+1,1.500.000,MimarsinanBattalgazi Mah,.
12640,ADİLMAHALLESİNDE COK GENİŞ 2+1 ARA DUBLEKS DAİRE,100,2+1,1.100.000,MimarsinanAdil Mah,.
12641,sahibinden komisyonsuz 2 + 1 lüks daire,97,2+1,1.025.000,MimarsinanMimar Sinan Mah,.
12642,SİNPAŞ LİVA TURKUAZ'DA PEYZAJ MANZARALI 1+1 SATILIK DAİRE,65,1+1,1.600.000,MimarsinanAdil Mah,.
12643,BUTİK SİTE İÇERİSİNDE 3+1 115 M2 İSKANLI KAPALI OTOPARKLI DAİRE,115,3+1,1.390.000,MimarsinanAdil Mah,.
12644,SULTANBEYLİ HAMİDİYE MAH.SATILIK 3+1ÜST DUBLEX DAİRE,130,3+1,910.000,NecipfazılHamidiye Mah,.
12645,satılık 3+1. daire,110,3+1,975.000,MehmetakifAbdurrahmangazi Mah,.
12646,MENTA ALYANS'TA HAVUZLU METROYA 5 DK FULL KREDİ İMKANI İLE,150,3.5+1,2.150.000,TurgutreisAhmet Yesevi Mah,.
12647,BATTALGAZİ MH DE 2+1 DAİRE (KREDİYE UYGUN),90,2+1,1.190.000,MimarsinanBattalgazi Mah,.
12648,ANKA YAPI DAN AÇIK OTOPARKLI GENİŞ 3+1 ARAKAT SATILIK DAİRE!!!,125,3+1,1.275.000,MimarsinanMimar Sinan Mah,.
12649,MERKEZ HAYAT REZİDANS SİTESİNDE ARA KAT BÜYÜK TİP 2+1 DAİRE,115,2+1,3.500.000,MehmetakifHasanpaşa Mh,.
12650,HAFTANIN FIRSAT FERAH 2ADET 3+1 120M ARAKAT DAIRE MEVCUT,135,3+1,1.230.000,MimarsinanMimar Sinan Mah,.
12651,Kapalı otoparklı 3+1 arakat 110 m2,110,3+1,1.250.000,NecipfazılHamidiye Mah,.
12652,ADİL MAHALLESİNDE 2+1 LÜKS DAİRE,85,2+1,1.190.000,MimarsinanAdil Mah,.
12653,YBY İNŞAATTAN YATIRIMA UYGUN YÜKSEK KİRA GETİRİLİ 2+1DAİRE K9625,95,2+1,800.000,MimarsinanMimar Sinan Mah,.
12654,GİRESUN CADDESİNDE SATILIK DAİRE,120,3+1,800.000,MehmetakifAbdurrahmangazi Mah,.
12655,BY Concept 68 m2 1+1 satılık acil kısa süreli,68,1+1,1.050.000,MehmetakifHasanpaşa Mh,.
12656,BEŞYOL PTT YANI 2+1 LOKASYON ÇOK GÜZEL,85,2+1,950.000,NecipfazılNecip Fazıl Mh,.
12657,BATTALGAZİ MAHALLESİNDE 4+1 ÜST DUBLEKS HASTANEYE KOMŞU,160,4+1,1.450.000,MimarsinanBattalgazi Mah,.
12658,LİVA GAYRİMENKUL'DEN ADİL MHDE BEYKOZ CD ÜZERİ 5+1 ÇATI DUBLEX,180,5+1,1.840.000,MimarsinanAdil Mah,.
12659,MİMAR SİNANDA SIFIR 4+1 ÇATI DUBLEKS,165,4+1,1.775.000,MimarsinanMimar Sinan Mah,.
12660,SULTANBEYLİ ADİL MAH.SATILIK DAİRE,160,4+2,1.650.000,MimarsinanAdil Mah,.
12661,ÇUVALCIOĞLU İNŞAAT,100,2+1,1.275.000,MehmetakifMehmet Akif Mah,.
12662,SULTANBEYLİ MERKEZ MEHMET AKİFTE 2+1 SATILIK DAİRE,90,2+1,899.000,MehmetakifMehmet Akif Mah,.
12663,Mimarsinan mahallesi 3+1 satılık çatı dubleks,150,3+1,1.500.000,MimarsinanMimar Sinan Mah,.
12664,İSKANLI 121m2 3+1 7/24 GÜVENLİK OTOPARK SİTE İÇİ SATILIK ARAKAT,121,3+1,3.660.000,,
12665,İCADİYEDE YERİ KONUMU MÜKENMEL 3.KAT 2+1 ÇİFT CEPELİ TEMİZ DAİRE,100,2+1,2.000.000,Bağlarbaşıİcadiye Mh,.
12666,Tek Yetkili* Sema Örs Emaar Square 3+1 For Sale Best Opportunity,180,3+1,11.860.000,ÜnalanÜnalan Mh,.
12667,SAHİBİNDEN NADİYA ÇAMLICA LÜKS DİZAYN TERASLI ÇİFT CEPHE DUBLEKS,255,5+2,8.250.000,,
12668,TUANA PRESTİJ ÇENGELKÖYDE 5.KAT TESLİM 92M2 2+1 HEMEN TAPU,92,2+1,2.520.000,ÇengelköyÇengelköy Mh,.
12669,ÇENGELKÖY TUANA PRESTİJDE 133M2 3+1 HEMEN TAPULU HAVUZLU K.OTO,133,3+1,3.450.000,ÇengelköyÇengelköy Mh,.
12670,ÇENGELKÖY TUANA PRESTİJDE 233M2 4+1 ÇATI DUB. HEMEN TAPU HAVUZLU,233,4+1,6.050.000,ÇengelköyÇengelköy Mh,.
12671,SÜPER LOKASYONDA ULTRA LÜKS 4+1/130M2,145,4+1,5.900.000,BahçelievlerBahçelievler Mh,.
12672,Boğaz Manzarası ile Mimarinin Estetik Dansı,330,2+1,21.000.000,,
12673,"BOĞAZ MANZARALI, PANORAMİK TERASLI DUBLEX DAİRE",170,3+2,3.175.000,ÇengelköyKirazlıtepe Mh,.
12674,KISIKLI'DA 160 M2 TERS DUBLEX SATILIK DAİRE !!!,160,3+1,2.300.000,FerahKısıklı Mh,.
12675,FIRSATTIR!! VALİDEBAĞ KONAKLARINDA GİRİŞKAT BAHÇE KULLANIMLI 1+1,68,1+1,2.850.000,AltunizadeBarbaros Mah,.
12676,Altınzade Barbaros Mah. 160 m2 sıfır Güney cephe Dublex,160,3+1,6.300.000,AltunizadeBarbaros Mah,.
12677,BAHÇELİEVLER MAHALLESİ 4+1 MÜKEMMEL BAHÇE DUBLEKSİ,200,4+1,5.000.000,BahçelievlerBahçelievler Mh,.
12678,ŞEHRİZAR KONAKLARINDA SATILIK 6+1 ARAKAT DAİRE,315,6+1,28.500.000,BeylerbeyiBurhaniye Mah,.
12679,LİM KANDİLLİ PROJESİNDEN %50 PEŞİN SATILIK 1+1 ARAKAT DAİRE,60,1+1,1.700.000,KandilliKüçüksu Mh,.
12680,VALİDEBAĞ KONAKLARI SATILIK 1+1 72 M2 DAİRE,75,1+1,3.300.000,,
12681,DOKTORLAR SİTESİ en güzel konumda bahçe katı SAHİBİNDEN,133,2+1,5.500.000,ÇengelköyMehmet Akif Ersoy Mah,.
12682,Çamlıca Ferah mh 5+2 Dubleks Satılık 2 Ayrı Daire £n₺@ £ml@k,300,5+2,3.650.000,,
12683,AsHill'den Ferah Mah. de Metro Yakını Satılık Dubleks Daire!!!,206,4+2,3.700.000,,
12684,ÇENGELKÖY BAHÇELİEVLER MERKEZDE OTOPARKLI YENİ BİNADA 3+1 DAİRE,110,3+1,3.250.000,BahçelievlerBahçelievler Mh,.
12685,Tütel Tekdaş'tan metroya komşu yatırmlıkta olur çift daire,240,4+2,4.000.000,,
12686,ÜSKÜDAR CUMHURİYET'TE DUBLEX DAİRE,250,5+1,4.500.000,BulgurluCumhuriyet Mah,.
12687,TR'DEN ÇENGELKÖYDE LÜX PROJE,133,3+1,5.000.000,KandilliKüçüksu Mh,.
12688,"ÇENGELKÖY'DE SATILIK BOĞAZ MANZARALI 4,5+1 SIFIR DAİRE",215,4.5+1,24.000.000,ÇengelköyÇengelköy Mh,.
12689,"Tütenemlak""t­anSultantepe Koru GirişindeLebiderya Sıfır Otoparklı",200,4+1,12.000.000,MerkezSultantepe Mah,.
12690,CAMLICA FERAH MAH SIFIR BİNADA KAPALI OTOPARKLI ULTRA LÜX 3+1,135,3+1,4.000.000,,
12691,FUGA EMLAKTAN CUMHURİYET MAH 2+1 90m2 SATILIK YÜKSEK GİRİŞ DAİRE,90,2+1,1.750.000,BulgurluCumhuriyet Mah,.
12692,Karlıdere Caddesi Metro Yürüme Mesafesinde 3+1 Dubleks,140,3+1,1.750.000,BulgurluCumhuriyet Mah,.
12693,ÖZGÜR'DEN AHMEDİYE 4+2 230 M2 DEPREM SONRASI GENİŞ DUBLEX DAİRE,230,4+2,4.000.000,DoğancılarAhmediye Mah,.
12694,LİM BAHÇE ÇENGELKÖY BUTİK SİTEDE LÜKS SON DAİRELER 4+1 186m2,186,4+1,12.250.000,ÇengelköyÇengelköy Mh,.
12695,DEVADAN MERKEZDE MANZARALI YENİ BİNADA KÖŞE 2+2 ASANSÖRLÜ DUBLEX,200,2+2,8.500.000,MerkezSultantepe Mah,.
12696,BUYUK ÇAMLICA ETEKLERiNDE EŞSİZ VE NEZİH BİR YER,149,3+1,11.800.000,,
12697,"Acıbadem Akasya Göl Etabı 3,5+1 162m2 EN İYİ CEPHE PARK MANZARA",162,3.5+1,10.250.000,AcıbademAcıbadem Mh,.
12698,CEV projesinde Deniz Manzaralı Satılık 2+1 Daire,75,2+1,1.920.000,ÜnalanÜnalan Mh,.
12699,BEYLERBEYİ'NDE SAHİLE 50 METRE İÇİ YENİLENMİŞ FIRSAT DAİRE,85,2+1,2.600.000,,
12700,ÜSKÜDAR BULGURLUDA SATILIK 3+1 140m2 DAİRE,140,3+1,2.050.000,,
12701,ÜSKÜDAR SAHİLE 2DK YOKUŞSUZ SIFIR BİNA DENİZ MANZARALI 4+1 200M2,200,4+1,10.850.000,MerkezAziz Mahmut Hüdayi Mh,.
12702,RÜZGARTEPE EVLERİNDE 2+1 LÜKS SATILIK DAİRE,95,2+1,2.250.000,BahçelievlerBahçelievler Mh,.
12703,YETKILI Akasya Acıbadem de Satılık 2+1 115 m2 Daire,115,2+1,6.250.000,AcıbademAcıbadem Mh,.
12704,YÜZYIL'dan BURHANİYE MAHAL PROJESİNDE 3+1 SIFIR ARA KAT DAİRE,130,3+1,4.250.000,BeylerbeyiBurhaniye Mah,.
12705,Mükemmel Konumda Boğaz Manzaralı Dubleks Daire,170,3+1,6.750.000,Bağlarbaşıİcadiye Mh,.
12706,"BeylerBeyde Satılık 2,5+1 denize yürüme mesafesi For Sale للبيع",145,3+1,8.400.000,,
12707,*TEK YETKİLİ* B2'den BULGURLU GÖKKUŞAĞI SİTESİNDE 110m² NET 3+1.,140,3+1,2.550.000,BulgurluCumhuriyet Mah,.
12708,KW KERVANKIRANDAN ÇENGELKÖYDE 2+1 SIFIR DAİRE PROJEDEN (VİDEO),120,2+1,3.050.000,ÇengelköyGüzeltepe Mh,.
12709,ÜSKÜDAR BULGURLU SİTE İÇERİSİNDE GENİŞ 3+1,185,3+1,4.750.000,,
12710,MS EMLAKTAN ÇAMLICA KONAKLARINDA 4+1 280M2 ARA KAT SATILIK DAİRE,280,4+1,13.350.000,,
12711,Üsküdar Aziz Mahmud Hüdayide 3+1 Bahçe Katı Satılık Daire,140,3+1,3.500.000,MerkezAziz Mahmut Hüdayi Mh,.
12712,Üsküdar Salacak'ta Manzaralı Dubleks Satılık Daire,170,4+1,30.000.000,MerkezSalacak Mah,.
12713,"Acıbadem Caddesi Üzerinde, 243m2 Emsalsiz 5+1 Dubleks Daire",243,5+1,8.970.000,AcıbademAcıbadem Mh,.
12714,Üsküdar Bulgurlu metroya yakın 225 m2 dubleks satilik daire,240,4+1,3.150.000,,
12715,ACIBADEM NİŞANTAŞI MEVKİİ SIFIR 2.KAT BALKONLU 120m2 SATILIK 3+1,120,3+1,5.250.000,AcıbademAcıbadem Mh,.
12716,uskudar prestige konaklari Boğaz Manzara 3+1 for sale,325,3+1,31.000.000,MerkezSultantepe Mah,.
12717,Vatandaşlık ve İkamet için Uygun,100,2+1,1.299.000,BeylerbeyiKüplüce Mh,.
12718,Çengelköyde Emsalsiz Full Boğaz Manzaralı Daire,70,1+1,2.500.000,ÇengelköyGüzeltepe Mh,.
12719,uygun fiyata merkezi konumda 3+1 daire,135,3+1,2.150.000.000,,
12720,Sahibinden Üsküdar Bulgurlu Merkezi konumda 3+1 daire,125,3+1,2.100.000,,
12721,BARIŞ EMLAK ' TAN ÜSKÜDAR ' DA OTOPARKLI SATILIK 2+1 DAİRE,125,2+1,1.400.000,BağlarbaşıValide-i Atik Mh,.
12722,Çamlıca Kısıklı Manzaralı 2+2 Satılık Dubleks £n₺@ £ml@k,135,2+2,2.000.000,FerahKısıklı Mh,.
12723,Yüzyıl' dan 4.500TL SAĞLIKÇI KİRACILI BAKIMLI 2+1 1.KAT,75,2+1,1.265.000,BağlarbaşıValide-i Atik Mh,.
12724,LİBADİYE DSİ YAKINI WEN ELITE LG'DEN SATILIK 3+1 GİRİŞ DAİRE,110,3+1,970.000,BulgurluCumhuriyet Mah,.
