,title,area,numberOfRooms,price,town,district
199,RESOLD MERKEZ OFİS'TEN DELİKLİKAYA KİPTAŞ'TA 2+1 SATILIK DAİRE,84,2+1,1.120.000,Hadımköy,(Boyalık)Deliklikaya Mah.
200,Hadımköy dublex 3+2 daire,165,3+2,1.300.000,Arnavutköy,Hadımköy Mh.
201,Anadolu Mah Asansörlü Çift Balkonlu Lüks Daire 1.Kat 2+1 100 M2,100,2+1,1.100.000,Arnavutköy,Anadolu Mah.
202,merkez mahallesi satılık 2+1 1. normal kat,98,2+1,970.000,Arnavutköy,Arnavutköy Merkez Mh.
203,Demir inşaattan satılık 2+1 ve 3+1 lüx topraktan daire,100,2+1,1.200.000,Hadımköy,(Boyalık)Hastane Mah.
204,İSLAMBEY MAH. 5+1 SATILIK 200 M2 DUBLEKS DAİRE,220,5+1,1.695.000,Arnavutköy,İslambey Mh.
205,ARNAVUTKÖY DELİKLİKAYADA SOYAK KONFORİA SİTEDE SATILIK DAİRE,140,3+1,2.100.000,Hadımköy,(Boyalık)Deliklikaya Mah.
206,ERPAYDAN SATILIK 1.KAT SON DAİRE,95,2+1,900.000,Arnavutköy,Anadolu Mah.
207,SATILIK DAİRE ARNAVUTKÖY MERKEZDE,100,2+1,1.250.000,Arnavutköy,Arnavutköy Merkez Mh.
208,FIRSAT ! YENİ YAŞAM KONAKLARINDA 3+1 DAİRE SİTE İÇERİSİNDE,133,3+1,2.275.000,Bolluca,
209,ARNAVUTKÖY MERKEZ ACİL SATILIK DUBLEXS,195,3+1,1.950.000,Arnavutköy,Arnavutköy Merkez Mh.
210,Sahibinden Satılık Dubleks Daire,175,4+1,2.400.000,Taşoluk,Taşoluk Mh.
211,ARNAVUTKÖY MERKEZDE DUBLEKS,170,4+1,1.350.000,Arnavutköy,Arnavutköy Merkez Mh.
212,ARNAVUTKÖY İSLAMBEY MAHALLESİNDE SATILIK 4+2 180 m2 DUBLEX,210,4+2,1.500.000,Arnavutköy,İslambey Mh.
213,Sahibinden köşe daire,85,2+1,1.550.000,Hadımköy,(Boyalık)Deliklikaya Mah.
214,BOLLUCADA SİTELERİN ARASINDA MERKEZİ YERDE SATILIK 3+1 DAİRE,140,3+1,1.550.000,Bolluca,
215,NEO BOLLUCA 2 SİTESİNDE DUBLEKS DAİRE,120,3+1,1.600.000,Boğazköy,Atatürk Mh.
216,Arnavutköy Merkezde 3+1 Satılık daire,100,2+1,1.160.000,Arnavutköy,Arnavutköy Merkez Mh.
217,SAHİBİNDEN SATILIK DUBLEX,220,5+2,2.250.000,Arnavutköy,Arnavutköy Merkez Mh.
218,KİPTAŞ HADIMKÖY 3. ETAP SATILIK 2+1 C SİTE MANZARALI ÇİFT CEPHE,84,2+1,1.070.000,Hadımköy,(Boyalık)Deliklikaya Mah.
219,HASMEKSTAR ÎNŞAATDAN ULTRA LÜKS ARAKAT DAİRE İSLAMBEY DE,100,2+1,975.000,Arnavutköy,İslambey Mh.
220,HAS EVİM YAPIDAN SATILIK 5+1 DUBLEKS DAİRE 170 METRE,170,5+1,1.250.000,Arnavutköy,Anadolu Mah.
221,ARNAVUTKÖY İSLAMBEY MAHALLESİNDE SATILIK TERS DUBLEKS 254M2,154,2+2,2.100.000,Arnavutköy,İslambey Mh.
222,ARNAVUTKÖY HADIMKÖY MAH. 120M2 3+1 SATILIK DAİRE 1250000.TL,125,3+1,1.250.000,Arnavutköy,Hadımköy Mh.
223,ARNAVUTKÖY ANADOLU MAH. SATILIK 90 M2 2+1 BAHÇE KATI DAİRE,100,2+1,580.000,Arnavutköy,Anadolu Mah.
224,SOYAK KONFORİA EBEVEYN ODALI SATILIK 2+1 DAİRE,99,2+1,1.390.000,Hadımköy,(Boyalık)Deliklikaya Mah.
225,SİTE İÇİ 3+1 3 BALKONLU 120 M2 SATILIK DAİRE...,120,3+1,485.000,Taşoluk,Fatih Mah.
226,ARNAVUTKÖY BOLULUCA MERKEZDE SATILIK 2+1 DAİRE,95,2+1,975.000,Bolluca,
227,ARNAVUTKÖY TAŞOLUKTA SATILIK SIFIR 2+1 90 m2 LÜKS 2. KAT DAİRE,105,2+1,950.000,Taşoluk,Taşoluk Mh.
228,ATLAS'DAN VADİPARKTA METROYA 100M 4+2 SATILIK DUBLEKS DAİRE,180,4+2,1.800.000,Arnavutköy,Mustafa Kemal Paşa Mh.
229,KARLIBAYIR MAH.'NDE SATILIK ARAKAT!,100,2+1,975.000,Haraççı,Karlıbayır Mh.
230,Arnavutköy Bolluca Mahallesi Satılık Daireler Daireler,120,2+1,1.050.000,Bolluca,
231,SAHİBİNDEN KOMPLE YAPILI TEMİZ 2+1 HADIMKÖY TOKİ,105,2+1,1.400.000,Arnavutköy,Hadımköy Mh.
232,Arnavutköyde Satılık Dublex,160,3+2,1.145.000,Arnavutköy,Anadolu Mah.
233,HADIMKÖY KİPTAŞ 3.ETAP 2+1 DAİRE SATILIK,84,2+1,1.250.000,Hadımköy,(Boyalık)Deliklikaya Mah.
234,KARDEŞLER GRUP'TAN TAŞOLUK TOKİ KONUTLARINDA 2+1 ARA KAT DAİRE,105,2+1,1.150.000,Taşoluk,Adnan Menderes Mah.
235,SON FIRSAT FİYAT YÜKSELCEK TAŞOLUKTA DÜZ GİRİŞ BAHCELİ 2+1 DAİRE,90,2+1,640.000,Taşoluk,Taşoluk Mh.
236,Hadımköy Kiptaş 1. Etapta Satılık Daire,75,2+1,1.200.000,Arnavutköy,Hadımköy Mh.
237,HASMEKSTAR ÎNŞAATDAN DUBLEKS DAİRE ANADOLU MAHALLESÎNDE,198,4+2,1.250.000,Arnavutköy,Anadolu Mah.
238,MG YUVAM İNŞAATTAN SATILIK BAHÇE DUBLEKS,140,2+2,800.000,Arnavutköy,Mustafa Kemal Paşa Mh.
239,ARNAVUTKÖY NEO BOLLUCA 2 SİTESİNDE SATILIK 1+1 / 2+1 DAİRELER,70,2+1,1.200.000,Bolluca,
240,BOLLUCA MERKEZE ÇOK YAKIN UYGUN DAİRE 2+1 ARAKAT 850.000 TL,90,2+1,850.000,Boğazköy,Atatürk Mh.
241,FIRSAT... ERPAYDAN 4+1 GENİŞ BAHÇELİ DAİRE,150,4+1,910.000,Taşoluk,Taşoluk Mh.
242,HASMEKSTAR İNŞAATDAN UTRA LÜKS DUBLEKS DAİRE BAVİGÜLDE BOLUCADA,210,4+2,1.780.000,Bolluca,
243,Arnavutköy merkezde iki ailenin oturabileceği satılık dubleks,240,4+2,1.500.000,Arnavutköy,Anadolu Mah.
244,TEKBAŞLAR'DAN 110M2 GENİŞ FERAH ASANSÖRLÜ 2+1 ACİL SATILIK DAİRE,110,2+1,1.180.000,Arnavutköy,Mustafa Kemal Paşa Mh.
245,içi ful yapılı daire,95,2+1,1.100.000,Arnavutköy,Hadımköy Mh.
246,KEMERBURGAZ EMLAK'TAN BOLLUCA'DA CADDE ÜSTÜ SATILIK 3+1 DUBLEKS,150,3+1,2.100.000,Bolluca,
247,YAVUZSELİM MAH. METROYA YAKIN SATILIK 4+2 TERS DUBLEKS,170,4+2,1.195.000,Arnavutköy,Yavuz Selim Mah.
248,ERPAYDAN CADDE ÜZERİNDE SATILIK DAİRE (ebeveyn banyolu ),93,2+1,1.300.000,Arnavutköy,Arnavutköy Merkez Mh.
249,5+2 DUBLEKS HAVALİMANİNA 5DK ANA YOLA 200METRE,210,5+2,1.700.000,Arnavutköy,Yavuz Selim Mah.
250,Arnavutköy fırsat daire hastahane okul konumunda,95,2+1,980.000,Arnavutköy,Anadolu Mah.
251,AKRA YAPI'DAN MERKEZİ KONUM DA SATILIK 5+2 200m2 DUBLEKS,220,5+2,1.400.000,Arnavutköy,Arnavutköy Merkez Mh.
252,HAVALİMANİ VE DOGA MANZARALİ .,108,3+1,1.250.000,Arnavutköy,Yavuz Selim Mah.
253,HAVALİMANİ VE DOGA MANZARALİ .,108,3+1,1.250.000,Arnavutköy,Yavuz Selim Mah.
254,ARNAVUTKÖY'ÜN EN GÜZEL BÖLGESİNDE 4+2 DUBLEX,165,4+2,1.780.000,Arnavutköy,Mustafa Kemal Paşa Mh.
255,sahibinden acil satılık yüksek giriş,75,1+1,650.000,Arnavutköy,Arnavutköy Merkez Mh.
256,PAMA YAPIDAN SATILIK ARNAVUTKÖY MERKEZDE 2+1 TERS DUBLEX DAİRE,130,2+1,940.000,Arnavutköy,Anadolu Mah.
257,ARNAVUTKÖY MERKEZ CAMİİ KARŞISINDA 2+1 ARAKAT DAİRE,90,2+1,1.100.000,Arnavutköy,Arnavutköy Merkez Mh.
258,Arnavutköy merkezde avlu 34 de yürüme mesafesinde satılık Dublex,180,5+2,1.650.000,Arnavutköy,Arnavutköy Merkez Mh.
259,ARNAVUTKÖY'DE ORMAN İÇİ SİTEDE 3+1 DAİRE,130,3+1,1.350.000,Boğazköy,Boğazköy İstiklal Mh.
260,CASTLE'DAN DONANIMLI SİTE İÇERİSİNDE 2+1 LÜKS SATILIK DAİRE,113,2+1,3.100.000,Haraççı,Haraççı Mh.
261,komisyonsuz satilik 4+2 dubleks daire,170,4+2,1.400.000,Arnavutköy,Nenehatun Mah.
262,ARNAVUTKÖY MERKEZE YÜRÜME. 5 dk 2+1 BAHÇE KATI.KIREDİYE UYGUN,95,2+1,555.000,Arnavutköy,Arnavutköy Merkez Mh.
263,ÖZER İNŞAAT'TAN ARNAVUTKÖY ANADOLU MAH 220M² 4+2 DUBLEKS DAİRE,230,4+2,1.450.000,Arnavutköy,Anadolu Mah.
264,''KAPLAN İNŞAAT'' DAN TAŞOLUK DA 2+1 90 M2 SATILIK DAİRE,100,2+1,1.000.000,Taşoluk,Taşoluk Mh.
265,HADIMKÖY VEFA KONUTLARI ( KİRACILI ) SATILIK 2+1 DAİRE,115,2+1,1.300.000,Arnavutköy,Hadımköy Mh.
266,"HAVAKENT, İSTANBUL, ARNAVUTKÖY,TAŞOLUK-2 PROJESİNDE 175M2 DUBLEX",175,3+1,2.000.000,Taşoluk,Mehmet Akif Ersoy Mah.
267,"İSTANBUL,AR­NAVUTKÖY'DE SATILIK ÇATI DUBLEX,GÜVENLİKLİ SİTE,HAVUZ",175,3+1,2.000.000,Haraççı,Haraççı Mh.
268,sahibinden komisyonsuz önü açık şerefiyeli güneydoğu cephe,84,2+1,1.250.000,Hadımköy,(Boyalık)Deliklikaya Mah.
269,sahibinden satılık dubleks aire,190,4+1,980.000,Hadımköy,(Boyalık)Hastane Mah.
270,HASMEKSTAR ÎNŞAATDAN TERS DUBLEKS DAİRE HARACI MERKEZ,120,3+1,760.000,Haraççı,Haraççı Mh.
271,Sahibinden Necip Fazıl Caddesindeki Dairemiz Satılıktır.,108,2+1,1.245.000,Arnavutköy,Anadolu Mah.
272,ATLAS'DAN VADİPARKTA METROYA 100M 3+1 SATILIK TERS DUBLEKS DAİRE,115,3+1,875.000,Arnavutköy,Mustafa Kemal Paşa Mh.
273,KARLIBAYIR MAH.'NDE SATILIK GİRİŞ KAT DAİRE!,95,2+1,875.000,Haraççı,Karlıbayır Mh.
274,ARNAVUTKÖY ANADOLU mh.de ACİLLL SATILIK 4+2 DUBLEKS,178,4+2,1.410.000,Arnavutköy,Anadolu Mah.
275,ARNAVUTKÖY KARLIBAYIR DA BAĞIMSIZ GİRİŞLİ 3+1 DUBLEKS DAİRE,260,4+3,1.850.000,Haraççı,Karlıbayır Mh.
276,HADIMKÖY KİPTAŞ 3.ETAP 2+1 DAİRE SATILIK,84,2+1,1.130.000,Hadımköy,(Boyalık)Deliklikaya Mah.
277,ARNAVUTKÖY TAŞOLUK DA ANAHTAR TESLİM 4+2 DUBLEKS DAİRE,180,4+2,1.530.000,Taşoluk,Taşoluk Mh.
278,ARNAVUTKÖY MUSTAFA KEMAL PAŞA MAH SATILIK 210 M2 4+2 DUBLEKS KAT,210,4+2,1.700.000,Arnavutköy,Mustafa Kemal Paşa Mh.
279,Hava Limanına En Yakın Lüx Site De Satılık 5+2 Dublex Daire,194,5+2,2.900.000,Arnavutköy,İslambey Mh.
280,HADIMKÖY TOKİ DE SATILIK 3+1,120,3+1,1.500.000,Arnavutköy,Hadımköy Mh.
281,HADIMKÖY MERKEZDE SAHİBİNDEN SATILIK 3+1 127m2 KLİMA ANKASTRE,127,3+1,1.400.000,Hadımköy,(Boyalık)Hastane Mah.
282,GÜNEYE BAKAN DEPREME DAYANIKLI 3.KAT DAİRE TEMMER YAŞAM SİTESİ,120,2+1,1.130.000,Hadımköy,(Boyalık)Hastane Mah.
283,Milkent sitesinde satılık daire,130,3+1,1.900.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
284,ARAÇ TAKASINA UYGUN ASANSÖRLÜ İKİ AİLEYE GÖRE DUBLEKS,160,4+2,1.450.000,Taşoluk,Taşoluk Mh.
285,KELEPİR...ERPAYDAN MERKEZE YAKIN 4+2 DUBLEX,200,4+2,1.215.000,Arnavutköy,Anadolu Mah.
286,ARNAVUTKÖY NENEHATUN MAHALESİN DEN SATILIK SIFIR LÜX 2+1 DAİRE,100,2+1,1.150.000,Arnavutköy,İslambey Mh.
287,TEKBAŞLAR'DAN VADİ PARK'A CEPHE GENİŞ FERAH SATILIK DAİRE,90,2+1,1.100.000,Arnavutköy,Mustafa Kemal Paşa Mh.
288,ARNAVUTKÖY'VADİ PARKTA SATILIK ULTRA LÜKS 2+1 DAİRE,120,2+1,1.250.000,Arnavutköy,Mustafa Kemal Paşa Mh.
289,ARNAVUTKÖY ANADOLU MAH SATILIK 150 M2 2+2 TERS DUBLEKS KATI,150,2+2,785.000,Arnavutköy,Anadolu Mah.
290,ARNAVUTKÖY YILDIRIM BEYAZIT CATTESİNDE 4+2 SATILIK DUBLEX,220,4+2,2.500.000,Arnavutköy,Anadolu Mah.
291,BOLLUCA MAVİGÖLDE SATILIK KELEPİR SIFIR 4+2 DUBLEKS 2.250.000TL,200,4+2,2.250.000,Bolluca,Mavigöl Mh.
292,Hadımköy'de yeni projemiz'den niyazi kurtulmuş hastanesine komşu,133,3+1,1.400.000,Hadımköy,(Boyalık)Hastane Mah.
293,ACİL SATILIK SAHİBİNDEN ARNAVUTKÖY HADIMKÖY KİPTAŞ 1 SİTESİ,75,2+1,1.150.000,Arnavutköy,Hadımköy Mh.
294,TAŞOLUK CADDE ÜZERİ 3+1 LÜX ARAKAT EBEVEYN BANYOLU,125,3+1,1.210.000,Taşoluk,Mehmet Akif Ersoy Mah.
295,Arnavutköy Haraççı Dublex,175,4+2,1.550.000,Haraççı,Haraççı Mh.
296,ARNAVUTKÖY MERKEZDE SİTE İÇERİSİNDE ACİL SATILIK FIRSAT DAİRE,125,2+1,1.325.000,Arnavutköy,Anadolu Mah.
297,ARNAVUTKÖY DE SATILIK DAİRE,105,2+1,900.000,Arnavutköy,Anadolu Mah.
298,İslambay mahallesi satılık ters dubleks 165m2,165,3+2,1.250.000,Arnavutköy,İslambey Mh.
299,HADIMKÖY MERKEZ ( KİRACILI ) SATILIK 3+1 DAİRE,115,3+1,1.300.000,Hadımköy,(Boyalık)Hastane Mah.
300,HADIMKÖY HASTANE MAH. SATILIK 2+1 ARA KAT DAİRE,80,2+1,730.000,Hadımköy,(Boyalık)Hastane Mah.
301,BOĞAZKÖY MERKEZDE 2. KATTA 2+1 85M2 ARAKAT DAİRE,100,2+1,870.000,Boğazköy,Boğazköy İstiklal Mh.
302,"Miaport Concept Projesi'nde Satılık Daire ""Bitmiş & Uçuşa Hazır""",90,1+1,1.700.000,Haraççı,Haraççı Mh.
303,ARNAVUTKÖY'MERKEZİ KONUMDA SATILIK YATIRIMCIYA ÖZEL 2 +1 DAİRE,90,2+1,830.000,Arnavutköy,İslambey Mh.
304,''KAPLAN İNŞAAT'' DAN ARNAVUTKÖY DE SATILIK 4+2 DUBLEKS DAİRE,190,4+2,1.480.000,Arnavutköy,Anadolu Mah.
305,Hadımköyde satılık iskanlı 2+1 daire,90,2+1,800.000,Hadımköy,(Boyalık)Hastane Mah.
306,Bolluca da satılık daire,105,2+1,1.300.000,Bolluca,Mavigöl Mh.
307,KARLIBAYIR DA ISTER OFIS ISTER DAIRE OLARAK KULLANIMA UYGUN 1+1,60,1+1,650.000,Haraççı,Karlıbayır Mh.
308,ARNAVUTKÖY MUSTAFA KEMAL PAŞA MAHALLESİ DAİRELER SIFIR,100,2+1,1.100.000,Arnavutköy,Mustafa Kemal Paşa Mh.
309,ERİNÇ MANZARA EVLERİNDE KAPALI OTOPARKLI DUBLEX ASANSÖRLÜ,225,4+2,2.250.000,Taşoluk,Taşoluk Mh.
310,DAF YAPIDAN SİTE İÇERSİNDE 2+1 FIRSAT LÜX DAİRE,110,2+1,1.225.000,Haraççı,Haraççı Mh.
311,HASMEKSTAR İNŞAATDAN UTRA LÜKS ARAKAT DAİRE ÎSLAMBEYDE,100,2+1,920.000,Arnavutköy,İslambey Mh.
312,PUSULA İNŞAATAN ARNAVUTKÖY ANADOLU MAH 3+2 180 M2 DUBLEKS DAİRE,180,3+2,1.645.000,Arnavutköy,Anadolu Mah.
313,SATILIK 2+1 DAİRE,95,2+1,1.000.000,Arnavutköy,Hadımköy Mh.
314,ACİLL MERKEZ CAMİNİN ARKASI 2+1 75M2 FIRSAT YÜKSEK GİRİŞ DAİRE,75,2+1,740.000,Arnavutköy,Arnavutköy Merkez Mh.
315,KANAL 'İSTANBUL' HAVALİMANI FLYPARK 3+1 SATILIK DELÜXE DAİRE,140,3+1,1.999.000,Arnavutköy,İslambey Mh.
316,ARNAVUTKÖY İSLAMBEYDE GENİŞ DUBLEX,220,5+1,1.480.000,Arnavutköy,İslambey Mh.
317,ARNAVUTKÖY TAŞOLUK DA SATILIK 2+1 DAİRE,110,2+1,1.340.000,Taşoluk,Taşoluk Mh.
318,ME/SA GAYRIMENKÜL İNŞAAT ARNAVUTKÖYDE SATILK DAİRE,110,2+1,695.000,Arnavutköy,İslambey Mh.
319,MUHTEŞEM KONUMLU !!! HADIMKÖY MERKEZDE 3+1 DAİRE !!! موقع مثالي,120,3+1,1.325.000,Hadımköy,(Boyalık)Hastane Mah.
320,ARNAVUTKÖY BOĞAZKÖYDE ARAÇ TAKASINA UYGUN 4+2 DULEKS DAİRE,170,4+2,1.600.000,Boğazköy,Boğazköy İstiklal Mh.
321,ARNAVUTKÖY MUSTAFA KEMAL PAŞA MAH SATILIK DAİRELER,100,2+1,1.200.000,Arnavutköy,Mustafa Kemal Paşa Mh.
322,YİLDİRİM BEYAZİT CADDESİNİN YANİNDA 4+2 170m2 DUBLEX DAİRE,200,2+1,1.430.000,Arnavutköy,Anadolu Mah.
323,ARNAVUTKÖY MERKEZDE HALK BANKASI KARŞISINDA SATILIK 2+1 DAİRE,100,2+1,990.000,Arnavutköy,Arnavutköy Merkez Mh.
324,Hava Limanına En Yakın Lüx Site De Satılık Daire,110,2+1,1.700.000,Arnavutköy,İslambey Mh.
325,Suta Emlak dan Deliklikaya Kiptaş A blok ta 2+1,84,2+1,1.150.000,Hadımköy,(Boyalık)Deliklikaya Mah.
326,''KAPLAN İNŞAAT''DAN HARAÇÇI DA SATILIK 2+2 TERS DUBLEKS,150,2+2,760.000,Haraççı,Haraççı Mh.
327,TAŞKINCAN inşaattan satılık dubleks daireler,165,2+1,1.700.000,Arnavutköy,Yavuz Selim Mah.
328,SAHİBİNDEN SATILIK DAIRE,95,2+1,1.080.000,Arnavutköy,Hadımköy Mh.
329,''KAPLAN İNŞAAT''DAN ARNAVUTKÖY MERKEZ DE SATILIK 2+1 90 M DAİRE,95,2+1,1.100.000,Arnavutköy,Arnavutköy Merkez Mh.
330,"VADİ PARKTA SATILIK 4+2 EŞSİZ,MANZARALI DUBLEKS DAİRE",195,4+2,1.800.000,Arnavutköy,Mustafa Kemal Paşa Mh.
331,Sahibinden satılık Daire 2+1,95,2+1,1.080.000,Arnavutköy,Hadımköy Mh.
332,ARNAVUTKÖY MERKEZ E YÜRÜME MESAFESİNDE 2+1 ŞİRİN HARİKA DUBLEX,125,2+1,920.000,Arnavutköy,Anadolu Mah.
333,HADIMKÖY TOKİ AKPINAR KONUTLARI,120,3+1,1.275.000,Arnavutköy,Hadımköy Mh.
334,Arnavtköy merkeze yakın satılık 2+1 80 m daire,85,2+1,900.000,Arnavutköy,Anadolu Mah.
335,TEKBAŞLAR'DAN BOLLUCA MAVİGÖL'DE ASANSÖRLÜ DUBLEKS DAİRE 4+2,210,4+2,1.550.000,Bolluca,
336,150m² 3+2 Ters Dubleks Geniş ve Kullanışlı,150,3+2,875.000,Arnavutköy,Yunus Emre Mah.
337,Hadımköy'de yeni projemiz'den niyazi kurtulmuş hastanesine komşu,100,2+1,1.200.000,Hadımköy,(Boyalık)Hastane Mah.
338,Hadimkoy Vefa Konutları 2+1,115,2+1,1.550.000,Arnavutköy,Hadımköy Mh.
339,Acil sahibinden satilik cadde üstü daire,110,2+1,1.100.000,Hadımköy,(Boyalık)Hastane Mah.
340,ARNAVUTKÖY KARLIBAYIR MERKEZDE TEK DAİRE ÜZERİ BİNADA 2+1 120 M2,130,2+1,1.360.000,Haraççı,Karlıbayır Mh.
341,Arnavutköy'de 80 M2 satılık daire,90,2+1,1.000.000,Arnavutköy,Anadolu Mah.
342,HADIMKÖY 1.ETAP KİPTAŞ A.9 (KİRACILI) SATILIK 2+1 DAİRE,75,2+1,900.000,Arnavutköy,Hadımköy Mh.
343,Arnavutköy Yunus Emre mahallesinde satılık 3+2 dubleks,140,3+2,1.290.000,Arnavutköy,Yunus Emre Mah.
344,Kiptaş deliklikaya Sahibinden Eşyalı daire,84,2+1,1.300.000,Hadımköy,(Boyalık)Deliklikaya Mah.
345,ARNAVUTKÖY MERKEZ MAH DEVLET HASTANESİ YANINDA 2+1 ARAKAT DAİRE,120,2+1,1.250.000,Arnavutköy,Arnavutköy Merkez Mh.
346,Hadımköy satılık 2+1 daire,97,2+1,750.000,Arnavutköy,Hadımköy Mh.
347,Bahçeşehir Soyak Konforia Satılık Daire,105,2+1,1.900.000,Hadımköy,(Boyalık)Deliklikaya Mah.
348,İstanbul Havalimanı Arnavutköy Bolluca'da 1+1 Satılık Daire,56,1+1,900.000,Bolluca,Mavigöl Mh.
349,Avm arkası,135,2+1,1.750.000,Arnavutköy,Arnavutköy Merkez Mh.
350,Arnavutköy'de Merkezi Lokasyonda 2+1 90 M2 Bahçe Katı Daire,105,2+1,550.000,Arnavutköy,Anadolu Mah.
351,TAŞOLUK METRO GİRİŞİNE YAKIN 2+1 LÜKS DAİRE,95,2+1,1.135.000,Taşoluk,Taşoluk Mh.
352,ANADOLU MAH MERDİVENLİ LÜKS TERS DUBLEKS,120,2+1,950.000,Arnavutköy,Anadolu Mah.
353,ANADOLU MAH MERDİVENLİ LÜKS TERS DUBLEKS,120,2+1,950.000,Arnavutköy,Anadolu Mah.
354,HADIMKÖY KİPTAŞ 2.ETAP ÖMERLİ SATILIK DAİRE TURYAP,95,2+1,1.050.000,Hadımköy,(Boyalık)Ömerli Mh.
355,Arnavutköy Nenehatun Mahallesinde 1.KAT 2+1/ Satılık Ara kat,95,2+1,1.150.000,Arnavutköy,Nenehatun Mah.
356,BOLLUCADA 5+2 ULTRA LUKS DUBLEKS ASANSORLU CIFT TERASLI,250,5+2,1.800.000,Bolluca,
357,MERKEZDE 3+1 135 M2 ULTRA LUKS DAIRE,140,3+1,1.530.000,Arnavutköy,İslambey Mh.
358,KİPTAŞ KONUTLARIN SATILIK 3+1 DAİRE,125,3+1,1.450.000,Arnavutköy,Mustafa Kemal Paşa Mh.
359,H-MAK İNŞAATTAN MERKEZDE SATILIK DAİRE,110,2+1,1.500.000,Arnavutköy,Anadolu Mah.
360,Anadolu Mah. Uygun Fiyata 2+1 Ara kat Daire,90,2+1,800.000,Arnavutköy,Anadolu Mah.
361,Arnavutköy Vadipark'a Komşu Butik Sitede (Açıklamayı Okuyunuz),100,3+1,1.081.000,Arnavutköy,Mustafa Kemal Paşa Mh.
362,Hadımköy Kiptaş 3. Etap Satılık 2+1 Daire/For Sale,84,2+1,1.300.000,Hadımköy,(Boyalık)Deliklikaya Mah.
363,ACİLL!!!MERKEZİN GOBEGİNDE DUBLEX,280,6+2,1.445.000,Arnavutköy,Arnavutköy Merkez Mh.
364,ARAÇ TAKASINA UYGUN YENİ PROJEDEN TOPRAKTAN 2+1 DAİRE,100,2+1,1.100.000,Boğazköy,Boğazköy İstiklal Mh.
365,PROJEDEN ARNAVUTKÖY'ÜN GÖZBEBEĞİ MERKEZDE 2+1 DAİRE,101,2+1,1.660.000,Arnavutköy,Arnavutköy Merkez Mh.
366,Hadımköy Kiptaş Konutlarında Satılık Daire,102,2+1,1.150.000,Arnavutköy,Hadımköy Mh.
367,ARNAVUTKÖY BOĞAZKÖY DE SATILIK DÜZ 1+1 GIRIŞ,60,1+1,420.000,Boğazköy,Boğazköy İstiklal Mh.
368,YILDIRIM BEYAZIT CATESİNDE SATILIK 4+2 DUBLEX,220,4+2,2.350.000,Arnavutköy,Anadolu Mah.
369,3.ETAP KİPTAŞ KONUTLARI 2+1SATILIK1 .150.000TL KÖŞE DAİRE,84,2+1,1.150.000,Hadımköy,(Boyalık)Deliklikaya Mah.
370,MİAPORT ARNAVUTKÖY PROJESİNDE SİZDE YERİNİZİ ALIN,149,2+1,3.250.000,Haraççı,Haraççı Mh.
371,DELİKLİKAYA 3.ETAP KİPTAŞ KONUTLARINDA SATILIK DAİRE,84,2+1,1.000.000,Hadımköy,(Boyalık)Deliklikaya Mah.
372,MERKEZÎ KONUMDA BÜTÇENİZE UYGUN TERS DUBLEKS DAİRE,100,3+1,570.000,Haraççı,Karlıbayır Mh.
373,Arnavutköy Haraççıda 4+2 Satılık Dubleks,180,4+2,1.600.000,Haraççı,Haraççı Mh.
374,TEKBASLAR'DAN BOLLUCA'DA YÜKSEK TAVANLI KULLANIŞLI DUBLEKS DAİRE,200,5+2,1.750.000,Bolluca,
375,ATLAS GAYRİMENKU DEN SATILIK 3 + 1 TERS DUBLEKS,95,3+1,765.000,Arnavutköy,İslambey Mh.
376,VADİ PARKTA 3+1 SATILIK TERS DUBLEKS,135,3+1,875.000,Arnavutköy,Mustafa Kemal Paşa Mh.
377,HADIMKÖY MARMARA PETROL EVLERİ GUNEY BATI CEPHE GİRİŞ KAT 3+1,135,3+1,1.300.000,Arnavutköy,Hadımköy Mh.
378,SAHİBİNDEN SATILIK 95 M2 LUX DAİRE,105,2+1,1.200.000,Arnavutköy,Anadolu Mah.
379,Sahibinden Arnavutköyde Yüksek Giris katı,90,2+1,850.000,Arnavutköy,Anadolu Mah.
380,TAŞİNMAYA HAZIR MUHTEŞEM DUBLEXS,190,5+2,1.800.000,Bolluca,
381,Satılık Düblex,200,4+1,1.300.000,Arnavutköy,Anadolu Mah.
382,Argahomes Emlak tan Satılık Çatı Dublex,200,4+2,1.900.000,Boğazköy,Boğazköy İstiklal Mh.
383,ARNAVUTKÖY TAŞOLUKTA OKUL KARŞISI SATILIK LÜKS TERS DUBLEKS,115,3+1,719.999,Taşoluk,Taşoluk Mh.
384,=ZENGİN=ARNAVUT­KÖY-ANADOLU'DA ULTRA LÜX CADDE CEPHELİ DUBLEX,250,4+2,1.750.000,Arnavutköy,Anadolu Mah.
385,EKİNCİ EMLAKTAN SATILIK LÜX DAİRE 2.KAT 3+1 ASANSÖRLÜ KÖŞE BAŞI,110,3+1,1.150.000,Haraççı,Karlıbayır Mh.
386,ARNAVUTKÖY MERKEZ MAHALLESİNDE AVM ARKASI ÇİFT CEPHE 3+1 ARA KAT,125,3+1,1.050.000,Arnavutköy,Arnavutköy Merkez Mh.
387,İLK SAHİBİNDEN Hadımköy toki Akpınar konutları,85,2+1,1.300.000,Arnavutköy,Hadımköy Mh.
388,Arnavutköy de satılık 4 +1 yatırımlık daire,150,4+1,850.000,Taşoluk,Taşoluk Mh.
